,energy_low,energy_medium,energy_high
0,0.0,0.0,1.0
1,0.0,0.3736196955002221,0.6263803044997779
2,0.0,0.04056516129357163,0.9594348387064284
3,0.0,0.0,1.0
4,0.0,0.0,1.0
5,0.0,0.0,1.0
6,0.8590287983098618,0.1409712016901382,0.0
7,0.0,0.0,1.0
8,0.0,0.0,1.0
9,1.0,0.0,0.0
10,0.0,0.0,1.0
11,0.0,0.0,1.0
12,0.0,0.0,0.0
13,0.9870262327695521,0.012973767230447901,0.0
14,0.9719628459890067,0.028037154010993236,0.0
15,1.0,0.0,0.0
16,0.4850595185579173,0.5149404814420827,0.0
17,0.0,0.5748894466727705,0.4251105533272295
18,0.0,0.17442786134601318,0.8255721386539867
19,1.0,0.0,0.0
20,0.0,0.0,1.0
21,0.0,0.08890078219471793,0.911099217805282
22,1.0,0.0,0.0
23,0.0,0.37519066463026113,0.6248093353697389
24,0.06117890431816317,0.9388210956818368,0.0
25,1.0,0.0,0.0
26,1.0,0.0,0.0
27,1.0,0.0,0.0
28,1.0,0.0,0.0
29,0.13826604326800407,0.8617339567319959,0.0
30,1.0,0.0,0.0
31,0.0,0.0,1.0
32,1.0,0.0,0.0
33,0.0,0.594613791950116,0.40538620804988396
34,1.0,0.0,0.0
35,1.0,0.0,0.0
36,1.0,0.0,0.0
37,0.0,0.0,1.0
38,1.0,0.0,0.0
39,0.0,0.0,1.0
40,1.0,0.0,0.0
41,0.0,0.0,1.0
42,0.8976691215553301,0.10233087844466987,0.0
43,0.0,0.0,1.0
44,0.0,0.0,1.0
45,0.0,0.0,1.0
46,0.07850999431668042,0.9214900056833196,0.0
47,0.0,0.0,1.0
48,1.0,0.0,0.0
49,0.8101118155528058,0.18988818444719419,0.0
50,1.0,0.0,0.0
51,1.0,0.0,0.0
52,0.17031447366041644,0.8296855263395836,0.0
53,0.0,0.22692677473369743,0.7730732252663025
54,0.0,0.0,1.0
55,0.627771260397103,0.37222873960289704,0.0
56,0.351060356549421,0.648939643450579,0.0
57,0.9675161650040517,0.032483834995948355,0.0
58,1.0,0.0,0.0
59,0.12584942547510652,0.8741505745248934,0.0
60,0.4793661083680713,0.5206338916319286,0.0
61,0.0,0.0,1.0
62,1.0,0.0,0.0
63,0.4984750294555994,0.5015249705444005,0.0
64,0.0,0.04094508312615142,0.9590549168738486
65,1.0,0.0,0.0
66,1.0,0.0,0.0
67,1.0,0.0,0.0
68,1.0,0.0,0.0
69,0.0,0.17695422931453608,0.8230457706854638
70,0.0,0.26638480318272834,0.7336151968172717
71,1.0,0.0,0.0
72,0.0,0.5878927221617969,0.41210727783820306
73,1.0,0.0,0.0
74,0.0,0.0,1.0
75,0.0,0.19091873944519136,0.8090812605548087
76,0.42453489042096026,0.5754651095790397,0.0
77,0.0,0.0,1.0
78,0.0,0.30973334059257634,0.6902666594074236
79,0.506987424773671,0.493012575226329,0.0
80,0.0,0.0,1.0
81,1.0,0.0,0.0
82,0.0,0.0,1.0
83,0.0,0.029319332585544484,0.9706806674144556
84,1.0,0.0,0.0
85,0.0,0.0,1.0
86,1.0,0.0,0.0
87,0.0,0.7877778184430988,0.21222218155690117
88,0.36645643861550065,0.6335435613844993,0.0
89,0.0,0.8352551817122521,0.16474481828774792
90,1.0,0.0,0.0
91,1.0,0.0,0.0
92,1.0,0.0,0.0
93,1.0,0.0,0.0
94,1.0,0.0,0.0
95,1.0,0.0,0.0
96,0.2787259550723961,0.7212740449276039,0.0
97,0.0,0.0,1.0
98,0.9287225666003548,0.07127743339964525,0.0
99,0.4156755167071402,0.5843244832928598,0.0
100,0.0,0.2248063790926666,0.7751936209073333
101,1.0,0.0,0.0
102,0.0,0.0,1.0
103,1.0,0.0,0.0
104,0.0,0.0,1.0
105,1.0,0.0,0.0
106,1.0,0.0,0.0
107,1.0,0.0,0.0
108,1.0,0.0,0.0
109,1.0,0.0,0.0
110,1.0,0.0,0.0
