,quality_low,quality_medium,quality_high
0,0.0005311073491171812,0.9989760120737066,0.0004928805771762829
1,0.0,0.24536218205093988,0.7546378179490602
2,0.0,0.0,1.0
3,0.0005311073491171812,0.9989760120737066,0.0004928805771762829
4,0.0005311073491171812,0.9989760120737066,0.0004928805771762829
5,0.0005311073491171812,0.9989760120737066,0.0004928805771762829
6,0.0,0.0,1.0
7,0.0,0.0,1.0
8,0.0,0.06939819024027152,0.9306018097597285
9,1.0,0.0,0.0
10,0.0,0.0,1.0
11,0.0,0.0,1.0
12,0.5996803456499213,0.40031965435007866,0.0
13,1.0,0.0,0.0
14,1.0,0.0,0.0
15,1.0,0.0,0.0
16,0.0,0.0,1.0
17,0.0,0.24301656731532617,0.7569834326846739
18,0.0,0.0,0.0
19,0.0,0.0,1.0
20,0.0,0.0,1.0
21,0.0,0.0,1.0
22,0.999979372535789,2.0627464211075247e-05,0.0
23,0.0,0.0,1.0
24,0.0,0.0,1.0
25,0.0005311073491171812,0.9989760120737066,0.0004928805771762829
26,0.0,0.0,1.0
27,1.0,0.0,0.0
28,0.0005311073491171812,0.9989760120737066,0.0004928805771762829
29,0.0,0.0,1.0
30,0.7125915458598259,0.28740845414017413,0.0
31,0.0,0.0,1.0
32,1.0,0.0,0.0
33,0.0,0.0,1.0
34,0.0,0.0,1.0
35,1.0,0.0,0.0
36,1.0,0.0,0.0
37,0.0,0.0,1.0
38,0.956432698859731,0.04356730114026897,0.0
39,0.0005311073491171812,0.9989760120737066,0.0004928805771762829
40,0.0,0.0,1.0
41,0.0005311073491171812,0.9989760120737066,0.0004928805771762829
42,0.0005311073491171812,0.9989760120737066,0.0004928805771762829
43,0.0,0.0,1.0
44,0.0,0.0,1.0
45,0.0,0.0,1.0
46,0.0005311073491171812,0.9989760120737066,0.0004928805771762829
47,0.0,0.0,1.0
48,0.0,0.3738473629653694,0.6261526370346306
49,1.0,0.0,0.0
50,0.0005311073491171812,0.9989760120737066,0.0004928805771762829
51,0.0005311073491171812,0.9989760120737066,0.0004928805771762829
52,0.0,0.0,1.0
53,0.0,0.0,1.0
54,0.8473689023198142,0.15263109768018573,0.0
55,1.0,0.0,0.0
56,0.0005311073491171812,0.9989760120737066,0.0004928805771762829
57,0.0005311073491171812,0.9989760120737066,0.0004928805771762829
58,1.0,0.0,0.0
59,0.0,0.10650626680553364,0.8934937331944663
60,1.0,0.0,0.0
61,0.0005311073491171812,0.9989760120737066,0.0004928805771762829
62,0.8871908634462848,0.11280913655371519,0.0
63,0.7718897010596228,0.2281102989403771,0.0
64,0.0,0.0,1.0
65,1.0,0.0,0.0
66,1.0,0.0,0.0
67,1.0,0.0,0.0
68,1.0,0.0,0.0
69,0.0,0.0,1.0
70,0.0,0.0,1.0
71,1.0,0.0,0.0
72,0.0,0.0,1.0
73,1.0,0.0,0.0
