,spectral_low,spectral_medium,spectral_high
0,0.4249634642755903,0.0,0.5750365357244097
1,0.4249634642755903,0.0,0.5750365357244097
2,0.4249634642755903,0.0,0.5750365357244097
3,1.0,0.0,0.0
4,0.4249634642755903,0.0,0.5750365357244097
5,0.4249634642755903,0.0,0.5750365357244097
6,0.4249634642755903,0.0,0.5750365357244097
7,0.0,0.0,1.0
8,0.4249634642755903,0.0,0.5750365357244097
9,0.0,0.0,1.0
10,0.4249634642755903,0.0,0.5750365357244097
11,0.4249634642755903,0.0,0.5750365357244097
12,0.4249634642755903,0.0,0.5750365357244097
13,0.4249634642755903,0.0,0.5750365357244097
14,0.4249634642755903,0.0,0.5750365357244097
15,0.4249634642755903,0.0,0.5750365357244097
16,0.4249634642755903,0.0,0.5750365357244097
17,0.4249634642755903,0.0,0.5750365357244097
18,1.0,0.0,0.0
19,0.4249634642755903,0.0,0.5750365357244097
20,0.4249634642755903,0.0,0.5750365357244097
21,0.4249634642755903,0.0,0.5750365357244097
22,0.4249634642755903,0.0,0.5750365357244097
23,1.0,0.0,0.0
24,0.4249634642755903,0.0,0.5750365357244097
25,0.4249634642755903,0.0,0.5750365357244097
26,0.4249634642755903,0.0,0.5750365357244097
27,0.0,0.0,1.0
28,0.4249634642755903,0.0,0.5750365357244097
29,0.4249634642755903,0.0,0.5750365357244097
30,0.4249634642755903,0.0,0.5750365357244097
31,0.4249634642755903,0.0,0.5750365357244097
32,0.4249634642755903,0.0,0.5750365357244097
33,0.0,0.0,1.0
34,0.4249634642755903,0.0,0.5750365357244097
35,1.0,0.0,0.0
36,0.4249634642755903,0.0,0.5750365357244097
37,0.4249634642755903,0.0,0.5750365357244097
38,0.0,0.0,1.0
39,0.4249634642755903,0.0,0.5750365357244097
40,0.4249634642755903,0.0,0.5750365357244097
41,0.4249634642755903,0.0,0.5750365357244097
42,0.4249634642755903,0.0,0.5750365357244097
43,0.0,0.0,1.0
44,0.4249634642755903,0.0,0.5750365357244097
45,0.4249634642755903,0.0,0.5750365357244097
46,0.4249634642755903,0.0,0.5750365357244097
47,0.4249634642755903,0.0,0.5750365357244097
48,0.4249634642755903,0.0,0.5750365357244097
49,0.4249634642755903,0.0,0.5750365357244097
50,0.4249634642755903,0.0,0.5750365357244097
51,0.4249634642755903,0.0,0.5750365357244097
52,0.4249634642755903,0.0,0.5750365357244097
53,0.0,0.0,1.0
