,spectral_low,spectral_medium,spectral_high
0,0.1119088985113702,0.0,0.8880911014886298
1,0.1119088985113702,0.0,0.8880911014886298
2,0.1119088985113702,0.0,0.8880911014886298
3,1.0,0.0,0.0
4,1.0,0.0,0.0
5,0.1119088985113702,0.0,0.8880911014886298
6,0.1119088985113702,0.0,0.8880911014886298
7,0.0,0.0,1.0
8,0.1119088985113702,0.0,0.8880911014886298
9,0.0,0.0,1.0
10,0.1119088985113702,0.0,0.8880911014886298
11,0.1119088985113702,0.0,0.8880911014886298
12,0.1119088985113702,0.0,0.8880911014886298
13,0.1119088985113702,0.0,0.8880911014886298
14,0.1119088985113702,0.0,0.8880911014886298
15,0.1119088985113702,0.0,0.8880911014886298
16,0.1119088985113702,0.0,0.8880911014886298
17,0.1119088985113702,0.0,0.8880911014886298
18,1.0,0.0,0.0
19,0.1119088985113702,0.0,0.8880911014886298
20,1.0,0.0,0.0
21,0.1119088985113702,0.0,0.8880911014886298
22,0.1119088985113702,0.0,0.8880911014886298
23,0.1119088985113702,0.0,0.8880911014886298
24,0.1119088985113702,0.0,0.8880911014886298
25,0.1119088985113702,0.0,0.8880911014886298
26,0.1119088985113702,0.0,0.8880911014886298
27,0.0,0.0,1.0
28,0.1119088985113702,0.0,0.8880911014886298
29,0.1119088985113702,0.0,0.8880911014886298
30,0.1119088985113702,0.0,0.8880911014886298
31,0.1119088985113702,0.0,0.8880911014886298
32,0.1119088985113702,0.0,0.8880911014886298
33,0.1119088985113702,0.0,0.8880911014886298
34,0.1119088985113702,0.0,0.8880911014886298
35,0.1119088985113702,0.0,0.8880911014886298
36,0.1119088985113702,0.0,0.8880911014886298
37,0.1119088985113702,0.0,0.8880911014886298
38,0.1119088985113702,0.0,0.8880911014886298
39,0.1119088985113702,0.0,0.8880911014886298
40,0.1119088985113702,0.0,0.8880911014886298
41,0.1119088985113702,0.0,0.8880911014886298
42,0.1119088985113702,0.0,0.8880911014886298
43,0.1119088985113702,0.0,0.8880911014886298
44,1.0,0.0,0.0
45,0.1119088985113702,0.0,0.8880911014886298
46,0.1119088985113702,0.0,0.8880911014886298
