,energy_low,energy_medium,energy_high
0,0.07405798576946843,0.0,0.9259420142305316
1,0.07405798576946843,0.0,0.9259420142305316
2,0.07405798576946843,0.0,0.9259420142305316
3,0.07405798576946843,0.0,0.9259420142305316
4,0.07405798576946843,0.0,0.9259420142305316
5,0.07405798576946843,0.0,0.9259420142305316
6,0.07405798576946843,0.0,0.9259420142305316
7,0.07405798576946843,0.0,0.9259420142305316
8,0.07405798576946843,0.0,0.9259420142305316
9,0.0,0.0,1.0
10,1.0,0.0,0.0
11,0.07405798576946843,0.0,0.9259420142305316
12,0.07405798576946843,0.0,0.9259420142305316
13,0.07405798576946843,0.0,0.9259420142305316
14,0.07405798576946843,0.0,0.9259420142305316
15,0.07405798576946843,0.0,0.9259420142305316
16,0.07405798576946843,0.0,0.9259420142305316
17,0.07405798576946843,0.0,0.9259420142305316
18,0.07405798576946843,0.0,0.9259420142305316
19,1.0,0.0,0.0
20,1.0,0.0,0.0
21,0.07405798576946843,0.0,0.9259420142305316
22,0.0,0.0,1.0
23,0.07405798576946843,0.0,0.9259420142305316
24,0.0,0.0,1.0
25,0.07405798576946843,0.0,0.9259420142305316
26,0.07405798576946843,0.0,0.9259420142305316
27,0.07405798576946843,0.0,0.9259420142305316
28,0.07405798576946843,0.0,0.9259420142305316
29,0.07405798576946843,0.0,0.9259420142305316
30,0.07405798576946843,0.0,0.9259420142305316
31,0.07405798576946843,0.0,0.9259420142305316
32,0.0,0.0,1.0
33,0.07405798576946843,0.0,0.9259420142305316
34,0.0,0.0,1.0
35,0.07405798576946843,0.0,0.9259420142305316
36,0.07405798576946843,0.0,0.9259420142305316
37,0.07405798576946843,0.0,0.9259420142305316
38,0.07405798576946843,0.0,0.9259420142305316
39,1.0,0.0,0.0
40,0.07405798576946843,0.0,0.9259420142305316
41,0.07405798576946843,0.0,0.9259420142305316
42,0.07405798576946843,0.0,0.9259420142305316
43,0.07405798576946843,0.0,0.9259420142305316
44,1.0,0.0,0.0
45,0.07405798576946843,0.0,0.9259420142305316
46,0.07405798576946843,0.0,0.9259420142305316
47,1.0,0.0,0.0
48,0.07405798576946843,0.0,0.9259420142305316
49,0.07405798576946843,0.0,0.9259420142305316
50,0.07405798576946843,0.0,0.9259420142305316
51,0.0,0.0,1.0
52,0.07405798576946843,0.0,0.9259420142305316
53,0.07405798576946843,0.0,0.9259420142305316
54,0.07405798576946843,0.0,0.9259420142305316
55,1.0,0.0,0.0
56,0.07405798576946843,0.0,0.9259420142305316
57,0.0,0.0,1.0
58,0.07405798576946843,0.0,0.9259420142305316
59,0.07405798576946843,0.0,0.9259420142305316
60,0.07405798576946843,0.0,0.9259420142305316
61,0.07405798576946843,0.0,0.9259420142305316
62,1.0,0.0,0.0
63,0.0,0.0,1.0
64,0.07405798576946843,0.0,0.9259420142305316
65,0.0,0.0,1.0
66,0.07405798576946843,0.0,0.9259420142305316
67,0.07405798576946843,0.0,0.9259420142305316
68,0.07405798576946843,0.0,0.9259420142305316
69,1.0,0.0,0.0
70,0.0,0.0,1.0
71,0.07405798576946843,0.0,0.9259420142305316
72,0.07405798576946843,0.0,0.9259420142305316
73,0.0,0.0,1.0
74,0.07405798576946843,0.0,0.9259420142305316
75,0.07405798576946843,0.0,0.9259420142305316
76,0.07405798576946843,0.0,0.9259420142305316
77,0.07405798576946843,0.0,0.9259420142305316
78,0.07405798576946843,0.0,0.9259420142305316
79,0.07405798576946843,0.0,0.9259420142305316
80,0.07405798576946843,0.0,0.9259420142305316
