,energy_low,energy_medium,energy_high
0,1.0,0.0,0.0
1,0.6090648411709304,0.3606749171077292,0.030260241721340383
2,0.6090648411709304,0.3606749171077292,0.030260241721340383
3,1.0,0.0,0.0
4,0.6090648411709304,0.3606749171077292,0.030260241721340383
5,0.0,0.48512059971011334,0.5148794002898867
6,0.0,0.054617316086492174,0.9453826839135078
7,1.0,0.0,0.0
8,1.0,0.0,0.0
9,0.0,0.0,1.0
10,1.0,0.0,0.0
11,0.6090648411709304,0.3606749171077292,0.030260241721340383
12,1.0,0.0,0.0
13,0.6090648411709304,0.3606749171077292,0.030260241721340383
14,0.0,0.5000309682062463,0.49996903179375374
15,0.0,0.0,1.0
16,0.0,0.0,1.0
17,0.0,0.0,1.0
18,0.0,0.567048438800955,0.432951561199045
19,0.6090648411709304,0.3606749171077292,0.030260241721340383
20,0.0,0.6711099086448282,0.3288900913551718
21,0.6090648411709304,0.3606749171077292,0.030260241721340383
22,0.0,0.0,1.0
23,0.6090648411709304,0.3606749171077292,0.030260241721340383
24,0.0,0.0,1.0
25,0.6090648411709304,0.3606749171077292,0.030260241721340383
26,0.6090648411709304,0.3606749171077292,0.030260241721340383
27,0.0,0.0,1.0
28,0.0,0.0,1.0
29,1.0,0.0,0.0
30,1.0,0.0,0.0
31,1.0,0.0,0.0
32,1.0,0.0,0.0
33,0.0,0.4837827709681194,0.5162172290318806
34,0.0,0.0,1.0
35,0.0,0.0,1.0
36,0.0,0.2437923798533023,0.7562076201466977
37,1.0,0.0,0.0
38,0.0,0.0,1.0
39,1.0,0.0,0.0
40,0.0,0.0,1.0
41,1.0,0.0,0.0
42,0.6090648411709304,0.3606749171077292,0.030260241721340383
43,0.6090648411709304,0.3606749171077292,0.030260241721340383
44,1.0,0.0,0.0
45,0.0,0.0,1.0
46,0.0,0.4506039726777895,0.5493960273222105
47,1.0,0.0,0.0
48,0.0,0.07871127108592983,0.9212887289140701
49,0.0,0.1454281845027457,0.8545718154972543
50,0.6090648411709304,0.3606749171077292,0.030260241721340383
51,0.0,0.0,1.0
52,0.0,0.3278778287452039,0.6721221712547961
53,0.0,0.0,1.0
54,1.0,0.0,0.0
55,0.0,0.01730245202983356,0.9826975479701664
56,0.0,0.37619283277898996,0.62380716722101
57,0.6090648411709304,0.3606749171077292,0.030260241721340383
58,0.0,0.24215618333403266,0.7578438166659673
59,0.0,0.3744955342377797,0.6255044657622203
60,0.6090648411709304,0.3606749171077292,0.030260241721340383
61,0.6090648411709304,0.3606749171077292,0.030260241721340383
62,0.0,0.3934269184872014,0.6065730815127985
63,0.0,0.23284164298827328,0.7671583570117267
64,1.0,0.0,0.0
65,0.0,0.04287894919361292,0.9571210508063871
66,1.0,0.0,0.0
67,0.0,0.0,1.0
68,0.0,0.0,1.0
69,0.0,0.10348279361784854,0.8965172063821515
70,0.0,0.0,1.0
71,0.0,0.0,1.0
72,0.0,0.0,1.0
73,1.0,0.0,0.0
74,1.0,0.0,0.0
75,0.0,0.27216497833878345,0.7278350216612165
76,0.6090648411709304,0.3606749171077292,0.030260241721340383
77,1.0,0.0,0.0
78,0.6090648411709304,0.3606749171077292,0.030260241721340383
79,1.0,0.0,0.0
80,1.0,0.0,0.0
81,0.6090648411709304,0.3606749171077292,0.030260241721340383
82,1.0,0.0,0.0
83,0.0,0.0,1.0
84,0.0,0.0,1.0
85,1.0,0.0,0.0
86,1.0,0.0,0.0
87,0.6090648411709304,0.3606749171077292,0.030260241721340383
88,0.0,0.272356194929059,0.7276438050709411
89,0.0,0.0,1.0
90,1.0,0.0,0.0
91,0.6090648411709304,0.3606749171077292,0.030260241721340383
92,0.0,0.0,1.0
93,0.0,0.08588160789652168,0.9141183921034783
94,0.0,0.0,1.0
95,0.0,0.0,1.0
96,0.0,0.0,1.0
97,1.0,0.0,0.0
98,0.0,0.0,1.0
99,0.0,0.0,1.0
100,0.0,0.016720274624475367,0.9832797253755247
101,0.6090648411709304,0.3606749171077292,0.030260241721340383
102,0.6090648411709304,0.3606749171077292,0.030260241721340383
103,0.0,0.2499860568967485,0.7500139431032515
104,1.0,0.0,0.0
105,0.6090648411709304,0.3606749171077292,0.030260241721340383
106,0.0,0.0,1.0
107,0.0,0.0014608529889701821,0.9985391470110299
108,0.0,0.0,1.0
109,0.0,0.0,1.0
110,0.6090648411709304,0.3606749171077292,0.030260241721340383
111,0.6090648411709304,0.3606749171077292,0.030260241721340383
112,0.0,0.4443713704915247,0.5556286295084754
113,0.6090648411709304,0.3606749171077292,0.030260241721340383
114,0.0,0.713525631184843,0.286474368815157
115,0.0,0.008862089779172907,0.9911379102208271
116,0.6090648411709304,0.3606749171077292,0.030260241721340383
117,1.0,0.0,0.0
118,0.0,0.1118138581325405,0.8881861418674595
119,0.6090648411709304,0.3606749171077292,0.030260241721340383
120,1.0,0.0,0.0
121,0.0,0.47770716272268754,0.5222928372773125
122,0.0,0.08814468301418643,0.9118553169858136
123,0.6090648411709304,0.3606749171077292,0.030260241721340383
124,0.6090648411709304,0.3606749171077292,0.030260241721340383
125,0.6090648411709304,0.3606749171077292,0.030260241721340383
126,0.0,0.6882194679698922,0.31178053203010786
127,0.0,0.8956006158884839,0.104399384111516
128,0.6090648411709304,0.3606749171077292,0.030260241721340383
129,0.0,0.0,1.0
130,0.0,0.0,1.0
131,0.6090648411709304,0.3606749171077292,0.030260241721340383
132,0.6090648411709304,0.3606749171077292,0.030260241721340383
133,0.0,0.0,1.0
134,0.6090648411709304,0.3606749171077292,0.030260241721340383
135,1.0,0.0,0.0
136,1.0,0.0,0.0
137,0.0,0.02281424310446334,0.9771857568955367
138,0.6090648411709304,0.3606749171077292,0.030260241721340383
139,1.0,0.0,0.0
140,1.0,0.0,0.0
141,1.0,0.0,0.0
142,0.6090648411709304,0.3606749171077292,0.030260241721340383
143,1.0,0.0,0.0
144,1.0,0.0,0.0
145,0.0,0.0,1.0
146,0.0,0.5094556060837494,0.4905443939162506
147,0.6090648411709304,0.3606749171077292,0.030260241721340383
148,0.6090648411709304,0.3606749171077292,0.030260241721340383
149,0.6090648411709304,0.3606749171077292,0.030260241721340383
150,0.0,0.0,1.0
151,0.6090648411709304,0.3606749171077292,0.030260241721340383
152,1.0,0.0,0.0
