,pitch_low,pitch_medium,pitch_high
0,1.0,0.0,0.0
1,0.0,0.9581090759109985,0.041890924089001406
2,0.3802301419198226,0.6197698580801774,0.0
3,0.0,0.9903372065421984,0.009662793457801567
4,0.0,0.9174400905211072,0.08255990947889266
5,0.0,0.9496041913021653,0.05039580869783457
6,0.0,0.0,1.0
7,0.7271691738379771,0.272830826162023,0.0
8,0.7654172202139683,0.23458277978603165,0.0
9,1.0,0.0,0.0
10,1.0,0.0,0.0
11,0.011807864131574005,0.988192135868426,0.0
12,0.9977517454002092,0.002248254599790855,0.0
13,0.0,0.0,1.0
14,0.0,0.10868652199137888,0.891313478008621
15,1.0,0.0,0.0
16,1.0,0.0,0.0
17,1.0,0.0,0.0
18,1.0,0.0,0.0
19,0.0,0.6979857020952759,0.302014297904724
20,1.0,0.0,0.0
21,1.0,0.0,0.0
22,0.0,0.0,1.0
23,1.0,0.0,0.0
24,0.0,0.9830110878602335,0.01698891213976639
25,0.0,0.0,1.0
26,1.0,0.0,0.0
27,0.0,0.2509892626434797,0.7490107373565202
28,0.9172901646818471,0.08270983531815294,0.0
29,0.31635836136992335,0.6836416386300767,0.0
30,0.0,0.0,1.0
31,0.198438758097105,0.801561241902895,0.0
32,0.0,0.0,1.0
33,0.41990250797964523,0.5800974920203548,0.0
34,0.0,0.0,1.0
35,0.0,0.0,1.0
36,1.0,0.0,0.0
37,1.0,0.0,0.0
38,0.0,0.0,1.0
39,0.7663520276871482,0.23364797231285178,0.0
40,1.0,0.0,0.0
41,1.0,0.0,0.0
42,0.0,0.0,0.0
43,0.35144391592139373,0.6485560840786063,0.0
44,0.4238882406318731,0.576111759368127,0.0
45,0.0012932115391826645,0.9986489843515545,5.780410926292514e-05
46,0.0,0.5853630903401316,0.4146369096598683
47,0.8246903749233317,0.17530962507666828,0.0
48,1.0,0.0,0.0
49,0.0,0.0,1.0
50,0.0,0.0,1.0
51,0.0,0.0,1.0
52,1.0,0.0,0.0
53,1.0,0.0,0.0
54,0.472937808160392,0.527062191839608,0.0
55,1.0,0.0,0.0
56,0.0,0.0,1.0
57,0.0,0.0,1.0
58,0.0,0.0,1.0
59,1.0,0.0,0.0
60,0.0,0.0,1.0
61,3.909775524874081e-05,0.999870848353991,9.005389076029903e-05
62,1.0,0.0,0.0
63,0.0,0.0,1.0
64,0.2562128150472303,0.7437871849527697,0.0
65,0.0,0.0,1.0
66,0.0,0.0,1.0
67,0.0,0.0,1.0
68,0.0,0.0,1.0
69,0.018204867834530274,0.9817951321654698,0.0
70,0.0,0.8803790489994932,0.11962095100050683
71,0.0,0.0,1.0
72,0.0,0.9484926178558454,0.05150738214415455
73,0.0,0.0,1.0
74,1.0,0.0,0.0
75,0.693456330741655,0.306543669258345,0.0
76,0.0,0.0,1.0
77,0.8313916938172611,0.16860830618273895,0.0
78,0.988598627170978,0.01140137282902206,0.0
79,1.0,0.0,0.0
80,1.0,0.0,0.0
81,0.0,0.0,1.0
82,0.8223791122824553,0.17762088771754478,0.0
83,0.044019199452424426,0.9559808005475756,0.0
84,1.0,0.0,0.0
85,1.0,0.0,0.0
86,0.0,0.0,1.0
87,0.6853500643048175,0.31464993569518246,0.0
88,0.0,0.975329053559625,0.02467094644037485
89,0.0,0.8845684810493436,0.11543151895065629
90,0.0,0.0,1.0
91,0.0,0.0,1.0
92,0.0,0.08151497402437184,0.9184850259756281
93,0.0,0.6001016344232164,0.3998983655767835
94,0.0,0.0,1.0
95,0.0,0.0,1.0
96,0.0,0.5608861385145539,0.43911386148544607
97,0.10157963087009733,0.8984203691299026,0.0
98,0.0,0.0,1.0
99,1.0,0.0,0.0
100,0.2503937188313477,0.7496062811686524,0.0
101,0.0,0.0,1.0
102,0.0,0.9969840775007417,0.003015922499258301
103,1.0,0.0,0.0
104,1.0,0.0,0.0
105,0.0,0.0,1.0
106,1.0,0.0,0.0
107,0.0,0.31412843805333546,0.6858715619466644
108,0.0,0.0,1.0
109,1.0,0.0,0.0
110,1.0,0.0,0.0
111,0.0,0.08251678504441909,0.9174832149555808
112,0.6455633256102549,0.35443667438974513,0.0
113,0.0,0.8783005269172125,0.12169947308278735
114,0.0,0.16467664100498067,0.8353233589950192
115,0.7246569677957895,0.2753430322042106,0.0
116,0.0,0.0,1.0
117,0.0,0.98710822101044,0.012891778989559817
118,0.0,0.0,1.0
119,0.2343370088470428,0.7656629911529572,0.0
120,0.9190992666839621,0.08090073331603796,0.0
121,0.0,0.03348512168092749,0.9665148783190723
122,0.0,0.9326973855886216,0.06730261441137832
123,0.6627364009961939,0.3372635990038061,0.0
124,0.0,0.0,1.0
125,0.0,0.7381736816900538,0.26182631830994607
126,0.4166825737936249,0.5833174262063751,0.0
127,0.8653872784699584,0.1346127215300415,0.0
128,1.0,0.0,0.0
129,1.0,0.0,0.0
130,0.0,0.9049922124107878,0.09500778758921212
131,0.5008704777963804,0.49912952220361967,0.0
132,0.0,0.0,1.0
133,0.0,0.0,1.0
134,0.0,0.0,1.0
135,0.9791343445218033,0.02086565547819675,0.0
136,1.0,0.0,0.0
137,0.0,0.9525709834944477,0.0474290165055522
138,0.0,0.992800079469091,0.007199920530908845
139,0.3577171843066613,0.6422828156933387,0.0
140,1.0,0.0,0.0
141,1.0,0.0,0.0
142,0.0,0.0,1.0
143,0.0,0.9048654678927964,0.09513453210720343
144,0.01562789622655289,0.9843721037734471,0.0
145,0.0,0.0,1.0
146,0.0,0.04452626754530048,0.9554737324546995
147,0.1546959290134613,0.8453040709865387,0.0
148,0.3470477592210172,0.6529522407789827,0.0
149,0.0,0.9314386836337486,0.06856131636625126
150,0.07959392574658507,0.920406074253415,0.0
151,0.0,0.9596558164679106,0.040344183532089246
152,0.8723004669364753,0.12769953306352466,0.0
153,0.0,0.9493539740611598,0.050646025938839996
154,0.724075770774977,0.275924229225023,0.0
155,0.0,0.6979857020952759,0.302014297904724
156,0.0,0.0,1.0
157,1.0,0.0,0.0
158,1.0,0.0,0.0
159,0.24829164436661877,0.7517083556333812,0.0
160,0.0,0.0,1.0
161,0.0,0.9972860086600618,0.0027139913399380523
162,0.0,0.0,1.0
163,0.0,0.0,1.0
164,0.0,0.0,1.0
165,1.0,0.0,0.0
166,1.0,0.0,0.0
167,1.0,0.0,0.0
168,0.0,0.0,1.0
169,0.0,0.0,1.0
170,0.0,0.0,1.0
171,0.0,0.8559780546919599,0.14402194530804002
172,0.0,0.1665756673743491,0.8334243326256509
173,1.0,0.0,0.0
174,0.0,0.951516255780215,0.04848374421978488
175,0.0,0.9415191578646157,0.05848084213538417
176,0.0,0.9289008051924516,0.0710991948075483
177,0.0,0.9851685758082465,0.014831424191753428
178,0.0,0.2894387068653416,0.7105612931346583
179,0.1295249045316828,0.8704750954683173,0.0
180,0.0,0.0,1.0
181,0.0,0.24673378973315815,0.7532662102668417
182,0.8182182804106011,0.18178171958939898,0.0
183,0.0,0.0,1.0
184,0.0,0.4560957531933377,0.5439042468066622
185,0.0,0.9941234074651126,0.005876592534887398
186,1.0,0.0,0.0
187,0.33464207189741263,0.6653579281025873,0.0
188,0.6836842337751059,0.3163157662248941,0.0
189,0.0,0.0,1.0
190,0.0,0.6979857020952759,0.302014297904724
191,0.0,0.0,1.0
192,0.0,0.6979857020952759,0.302014297904724
193,0.0,0.9569669096330161,0.04303309036698371
194,0.6983991594799652,0.3016008405200347,0.0
195,0.9297560645622817,0.07024393543771838,0.0
196,0.27028288772686543,0.7297171122731346,0.0
197,0.0,0.0,1.0
198,0.0,0.1848568435880496,0.8151431564119502
199,0.0,0.08283993757956175,0.9171600624204381
200,1.0,0.0,0.0
201,0.0,0.0,1.0
202,0.0,0.0,1.0
203,1.0,0.0,0.0
204,0.0,0.8931287626878253,0.10687123731217461
205,0.0,0.6979857020952759,0.302014297904724
206,0.0,0.8618271306085575,0.13817286939144238
207,1.0,0.0,0.0
208,0.0,0.9978058989098244,0.002194101090175502
209,0.8999369868114483,0.10006301318855164,0.0
210,0.0,0.0,1.0
211,0.0,0.9617959025460474,0.038204097453952535
212,0.0,0.0,1.0
213,0.0,0.9002415483255805,0.09975845167441937
214,0.3199869796639549,0.6800130203360452,0.0
215,0.0,0.8537437627508194,0.14625623724918055
216,1.0,0.0,0.0
217,0.7246066574523593,0.27539334254764075,0.0
218,0.0,0.0,1.0
219,0.6931348012996599,0.3068651987003402,0.0
220,0.5222651756022827,0.4777348243977173,0.0
221,0.6214605986900418,0.3785394013099583,0.0
222,0.0,0.0,1.0
223,0.6210321260539424,0.3789678739460576,0.0
224,0.7025380097376471,0.2974619902623529,0.0
225,0.0,0.5633761299800166,0.4366238700199833
226,0.44658553999158646,0.5534144600084135,0.0
227,1.0,0.0,0.0
228,0.0,0.0,1.0
229,0.0,0.0002893840745604722,0.9997106159254394
230,0.0,0.7210962185921134,0.2789037814078866
231,0.0,0.0,1.0
232,0.8137087728868281,0.18629122711317186,0.0
233,1.0,0.0,0.0
234,0.892417657171272,0.10758234282872807,0.0
235,0.5439784344733976,0.4560215655266025,0.0
236,0.0,0.9451136827967282,0.05488631720327162
237,1.0,0.0,0.0
238,0.4449673608867368,0.5550326391132632,0.0
239,1.0,0.0,0.0
240,1.0,0.0,0.0
241,1.0,0.0,0.0
242,1.0,0.0,0.0
243,0.9834363786424974,0.016563621357502546,0.0
244,0.656837704257836,0.34316229574216395,0.0
245,0.37390067557817147,0.6260993244218286,0.0
246,1.0,0.0,0.0
247,1.0,0.0,0.0
248,0.0,0.0,1.0
249,0.0,0.61430232786793,0.38569767213206985
250,1.0,0.0,0.0
251,0.0,0.9975819295075258,0.0024180704924740425
252,0.0994376430928104,0.9005623569071896,0.0
253,1.0,0.0,0.0
254,1.0,0.0,0.0
255,0.7857129262579791,0.214287073742021,0.0
256,0.0,0.5440824719773404,0.4559175280226594
257,0.0,0.5293217201770056,0.47067827982299426
258,0.0,0.31383091218320414,0.6861690878167958
259,0.0,0.0,1.0
260,0.0,0.0,1.0
261,1.0,0.0,0.0
262,0.0,0.22542268911986807,0.7745773108801318
263,1.0,0.0,0.0
264,0.0,0.40808542303755513,0.5919145769624448
265,0.0,0.0,1.0
266,1.0,0.0,0.0
267,1.0,0.0,0.0
268,0.40795619340417266,0.5920438065958273,0.0
269,1.0,0.0,0.0
270,0.879990676769825,0.12000932323017502,0.0
271,0.6965870220020381,0.3034129779979618,0.0
272,1.0,0.0,0.0
273,0.0,0.9926381599985725,0.007361840001427237
274,1.0,0.0,0.0
275,0.0,0.0,1.0
276,0.0,0.0,1.0
277,1.0,0.0,0.0
278,0.0,0.0,1.0
279,0.0,0.0,1.0
280,0.0,0.9932540640307878,0.006745935969212265
281,0.0,0.9099792792810234,0.09002072071897645
282,1.0,0.0,0.0
283,0.0,0.9526453184004404,0.04735468159955942
284,0.8083869880716191,0.19161301192838093,0.0
285,0.30064697844751315,0.6993530215524868,0.0
286,1.0,0.0,0.0
287,0.2719771074502824,0.7280228925497176,0.0
288,0.3704753964542752,0.6295246035457248,0.0
289,0.0,0.0,1.0
290,0.0,0.0,1.0
291,0.5732298499875617,0.42677015001243834,0.0
292,1.0,0.0,0.0
293,1.0,0.0,0.0
294,1.0,0.0,0.0
295,0.0,0.0,1.0
296,0.0,0.9509939225974983,0.04900607740250165
297,1.0,0.0,0.0
298,0.0,0.92010147875184,0.07989852124815983
299,1.0,0.0,0.0
