,quality_low,quality_medium,quality_high
0,0.010699488668927563,0.9754045383006977,0.013895973030374698
1,0.0,0.3462695971778244,0.6537304028221755
2,0.0,0.0,1.0
3,0.0,0.0,1.0
4,0.0,0.0,0.0
5,0.0,0.0,1.0
6,0.0,0.0,1.0
7,0.0,0.0,1.0
8,0.0,0.0,1.0
9,0.31248831100985713,0.6875116889901429,0.0
10,0.0,0.4217202264799809,0.578279773520019
11,0.0,0.25876373781652673,0.7412362621834733
12,0.0,0.0,1.0
13,0.8451099237831817,0.15489007621681825,0.0
14,0.2963665943437657,0.7036334056562343,0.0
15,0.010699488668927563,0.9754045383006977,0.013895973030374698
16,0.0,0.0,1.0
17,0.0,0.26934424952675723,0.7306557504732427
18,0.0,0.0,1.0
19,0.0,0.5624122515533416,0.4375877484466584
20,0.0,0.0037905133904685695,0.9962094866095315
21,0.010699488668927563,0.9754045383006977,0.013895973030374698
22,1.0,0.0,0.0
23,0.0,0.0,1.0
24,0.0,0.3301030224082893,0.6698969775917106
25,1.0,0.0,0.0
26,0.5109776468220573,0.48902235317794274,0.0
27,0.9942919144814055,0.005708085518594517,0.0
28,0.0,0.637086943173056,0.36291305682694397
29,0.010699488668927563,0.9754045383006977,0.013895973030374698
30,1.0,0.0,0.0
31,0.0,0.2459776036733999,0.7540223963266001
32,0.6944839961722971,0.30551600382770294,0.0
33,0.010699488668927563,0.9754045383006977,0.013895973030374698
34,1.0,0.0,0.0
35,0.33694714277544724,0.6630528572245528,0.0
36,0.010699488668927563,0.9754045383006977,0.013895973030374698
37,0.0,0.0,1.0
38,0.8699725479579682,0.13002745204203178,0.0
39,0.010699488668927563,0.9754045383006977,0.013895973030374698
40,0.010699488668927563,0.9754045383006977,0.013895973030374698
41,0.010699488668927563,0.9754045383006977,0.013895973030374698
42,1.0,0.0,0.0
43,0.0,0.0,1.0
44,0.0,0.0,1.0
45,0.0,0.19444216415575252,0.8055578358442474
46,0.0,0.13125480882601445,0.8687451911739856
47,0.010699488668927563,0.9754045383006977,0.013895973030374698
48,0.0,0.0,1.0
49,1.0,0.0,0.0
50,0.8560536009494489,0.14394639905055095,0.0
51,1.0,0.0,0.0
52,0.0,0.6554949304668917,0.34450506953310833
53,0.0,0.0,1.0
54,0.0,0.35911649581537347,0.6408835041846266
55,1.0,0.0,0.0
56,1.0,0.0,0.0
57,1.0,0.0,0.0
58,1.0,0.0,0.0
59,0.0,0.0,1.0
60,1.0,0.0,0.0
61,0.0,0.0,1.0
62,0.9264876151076252,0.07351238489237474,0.0
63,1.0,0.0,0.0
64,0.0,0.3823467755515272,0.6176532244484728
65,1.0,0.0,0.0
66,0.9925086758177155,0.007491324182284461,0.0
67,0.7779079921342428,0.22209200786575728,0.0
68,1.0,0.0,0.0
69,0.0,0.0,1.0
70,0.0,0.19754128246152716,0.8024587175384729
71,1.0,0.0,0.0
72,0.010699488668927563,0.9754045383006977,0.013895973030374698
73,1.0,0.0,0.0
74,0.0,0.4935833526017004,0.5064166473982996
75,0.0,0.0,1.0
76,1.0,0.0,0.0
77,0.0,0.7385837464739822,0.2614162535260179
78,0.21321922643110783,0.7867807735688922,0.0
79,0.40008087677098003,0.59991912322902,0.0
80,0.0,0.0,1.0
81,1.0,0.0,0.0
82,0.0,0.0,1.0
83,0.0,0.564451853877406,0.4355481461225939
84,0.010699488668927563,0.9754045383006977,0.013895973030374698
85,0.0,0.45652914362124936,0.5434708563787507
86,1.0,0.0,0.0
87,0.0,0.5026215743423726,0.49737842565762735
88,0.010699488668927563,0.9754045383006977,0.013895973030374698
89,0.0,0.0,1.0
90,0.251424159757583,0.748575840242417,0.0
91,0.010699488668927563,0.9754045383006977,0.013895973030374698
92,0.7544401747209726,0.24555982527902742,0.0
93,1.0,0.0,0.0
94,0.010699488668927563,0.9754045383006977,0.013895973030374698
95,0.010699488668927563,0.9754045383006977,0.013895973030374698
96,0.788506942237768,0.211493057762232,0.0
97,0.0,0.09754174499190751,0.9024582550080925
98,1.0,0.0,0.0
99,0.010699488668927563,0.9754045383006977,0.013895973030374698
100,0.0,0.0,1.0
101,1.0,0.0,0.0
102,0.0,0.118493756135417,0.881506243864583
103,0.010699488668927563,0.9754045383006977,0.013895973030374698
104,0.0,0.34566754152575874,0.6543324584742413
105,1.0,0.0,0.0
106,0.9964195271245895,0.003580472875410566,0.0
107,0.0,0.0,1.0
108,1.0,0.0,0.0
109,1.0,0.0,0.0
110,0.010699488668927563,0.9754045383006977,0.013895973030374698
111,0.3099559427942403,0.6900440572057597,0.0
