,spectral_low,spectral_medium,spectral_high
0,0.6239820710396826,0.2945945441360286,0.08142338482428883
1,0.6239820710396826,0.2945945441360286,0.08142338482428883
2,0.0,0.015113118727351035,0.984886881272649
3,0.0,0.0,1.0
4,0.6239820710396826,0.2945945441360286,0.08142338482428883
5,0.6239820710396826,0.2945945441360286,0.08142338482428883
6,0.6239820710396826,0.2945945441360286,0.08142338482428883
7,0.0,0.23509895750107415,0.7649010424989259
8,0.6239820710396826,0.2945945441360286,0.08142338482428883
9,0.6239820710396826,0.2945945441360286,0.08142338482428883
10,0.0,0.0,1.0
11,0.0,0.0,1.0
12,0.6239820710396826,0.2945945441360286,0.08142338482428883
13,0.0,0.07154951182879525,0.9284504881712047
14,0.6239820710396826,0.2945945441360286,0.08142338482428883
15,0.6239820710396826,0.2945945441360286,0.08142338482428883
16,0.6239820710396826,0.2945945441360286,0.08142338482428883
17,1.0,0.0,0.0
18,0.0,0.0,1.0
19,0.0,0.20192068317371256,0.7980793168262874
20,0.0,0.0,1.0
21,0.6239820710396826,0.2945945441360286,0.08142338482428883
22,0.6239820710396826,0.2945945441360286,0.08142338482428883
23,0.6239820710396826,0.2945945441360286,0.08142338482428883
24,0.6239820710396826,0.2945945441360286,0.08142338482428883
25,0.0,0.005251988929579093,0.9947480110704209
26,1.0,0.0,0.0
27,0.6239820710396826,0.2945945441360286,0.08142338482428883
28,0.6239820710396826,0.2945945441360286,0.08142338482428883
29,0.0,0.007214923463309125,0.9927850765366909
30,0.6239820710396826,0.2945945441360286,0.08142338482428883
31,0.0,0.0,1.0
32,0.6239820710396826,0.2945945441360286,0.08142338482428883
33,0.0,0.0,1.0
34,0.6239820710396826,0.2945945441360286,0.08142338482428883
35,0.6239820710396826,0.2945945441360286,0.08142338482428883
36,0.0,0.0,1.0
37,0.6239820710396826,0.2945945441360286,0.08142338482428883
38,0.0,0.0,1.0
39,0.6239820710396826,0.2945945441360286,0.08142338482428883
40,0.6239820710396826,0.2945945441360286,0.08142338482428883
41,0.6239820710396826,0.2945945441360286,0.08142338482428883
42,0.6239820710396826,0.2945945441360286,0.08142338482428883
43,0.6239820710396826,0.2945945441360286,0.08142338482428883
44,0.6239820710396826,0.2945945441360286,0.08142338482428883
45,0.0,0.0,1.0
46,0.6239820710396826,0.2945945441360286,0.08142338482428883
47,0.6239820710396826,0.2945945441360286,0.08142338482428883
48,0.6239820710396826,0.2945945441360286,0.08142338482428883
49,0.6239820710396826,0.2945945441360286,0.08142338482428883
50,1.0,0.0,0.0
